seed,noV,rhsMin,rhsMax,cMin,cMax,fMin,fMax,supplyNodes,demandNodes, totSupply, avgFC
22293,60,879,1758,0,20,4996,14988,3,1,4182.0,989.328887115
22294,102,531,1062,0,20,4776,14328,3,3,2349.0,882.023310823
22295,130,139,278,0,20,12881,38643,4,3,826.0,2697.51082923
22296,54,412,824,0,20,14351,43053,4,3,1563.0,2535.45615853
22297,36,842,1684,0,20,16541,49623,2,1,1105.0,2876.61611016
22298,112,817,1634,0,20,1881,5643,4,2,5484.0,335.534394426
22299,52,337,674,0,20,2976,8928,2,3,1131.0,658.545500855
22300,30,458,916,0,20,16781,50343,2,1,1104.0,2769.26706444
22301,82,963,1926,0,20,9911,29733,5,3,6782.0,1896.28605783
22302,66,982,1964,0,20,96,288,4,1,1155.0,15.5812389432
22303,84,792,1584,0,20,426,1278,4,4,3965.0,88.3565958909
22304,50,427,854,0,20,4546,13638,6,2,1395.0,881.423302841
22305,112,363,726,0,20,17751,53253,5,2,977.0,3487.24316505
22306,76,219,438,0,20,13231,39693,3,1,362.0,2695.35607733
22307,22,232,464,0,20,18906,56718,1,2,299.0,4237.13165411
22308,120,819,1638,0,20,2926,8778,3,1,1364.0,583.818124803
22309,62,322,644,0,20,9001,27003,3,3,1206.0,1861.04171023
22310,112,431,862,0,20,16746,50238,4,1,2408.0,3171.16497175
22311,74,94,188,0,20,17396,52188,3,2,192.0,3838.51044807
22312,92,544,1088,0,20,16961,50883,6,2,1431.0,3599.07033507
22313,84,459,918,0,20,5316,15948,5,1,795.0,1000.80604471
22314,130,794,1588,0,20,19386,58158,3,1,1345.0,3967.89927089
22315,94,326,652,0,20,9046,27138,4,4,2048.0,2000.6415088
22316,72,353,706,0,20,8281,24843,5,2,1146.0,1383.30192209
22317,48,165,330,0,20,16076,48228,4,3,881.0,2992.85638255
22318,30,450,900,0,20,6,18,4,2,1244.0,1.11000446447
22319,118,801,1602,0,20,7506,22518,3,1,3944.0,1525.83099084
22320,114,2,4,0,20,4466,13398,4,2,7.0,843.500051631
22321,46,602,1204,0,20,14806,44418,3,4,3315.0,3009.97233031
22322,104,736,1472,0,20,7451,22353,4,3,4174.0,1430.83259188
22323,126,379,758,0,20,19476,58428,3,2,857.0,4080.38550428
22324,92,137,274,0,20,10491,31473,3,4,603.0,2040.88203429
22325,46,16,32,0,20,10956,32868,4,2,78.0,2265.79131566
22326,48,547,1094,0,20,6086,18258,3,3,2572.0,1215.56387095
22327,130,112,224,0,20,5871,17613,4,4,689.0,1204.93763855
22328,38,226,452,0,20,1611,4833,2,2,459.0,376.99527883
22329,34,907,1814,0,20,8541,25623,3,3,3938.0,1591.7552989
22330,34,964,1928,0,20,8346,25038,6,1,1617.0,1711.51307588
22331,24,928,1856,0,20,1376,4128,5,1,1177.0,319.611507913
22332,72,439,878,0,20,2481,7443,5,4,2313.0,543.105259426
22333,88,477,954,0,20,8466,25398,5,3,3104.0,1759.82987156
22334,22,140,280,0,20,321,963,4,1,258.0,70.500905816
22335,112,375,750,0,20,161,483,4,2,863.0,34.5065597163
22336,90,637,1274,0,20,3701,11103,5,5,4213.0,725.104323984
22337,116,461,922,0,20,16991,50973,4,1,2513.0,3956.61356106
22338,124,1,2,0,20,3616,10848,1,1,2.0,673.35944717
22339,36,691,1382,0,20,356,1068,4,4,4077.0,64.3397578652
22340,88,496,992,0,20,9361,28083,3,2,1236.0,1801.84282647
22341,52,252,504,0,20,13041,39123,6,3,979.0,2548.2760564
22342,84,398,796,0,20,4046,12138,3,2,957.0,768.294031128
22343,46,772,1544,0,20,8701,26103,5,2,1907.0,1803.45594324
22344,110,634,1268,0,20,16831,50493,2,2,1212.0,3161.18077152
22345,46,227,454,0,20,13776,41328,4,3,852.0,2721.16113171
22346,32,347,694,0,20,5196,15588,6,3,1776.0,865.65492514
22347,58,966,1932,0,20,11366,34098,3,1,1575.0,2277.16631591
22348,42,430,860,0,20,18896,56688,5,3,1259.0,3188.97402147
22349,76,792,1584,0,20,19011,57033,4,2,2330.0,3449.79096426
22350,70,623,1246,0,20,2856,8568,4,3,2905.0,554.797437371
22351,132,907,1814,0,20,10051,30153,4,3,3546.0,2092.2016727
22352,38,212,424,0,20,10216,30648,4,4,1121.0,2048.01133537
22353,54,804,1608,0,20,16596,49788,1,1,1273.0,3560.10586969
22354,100,648,1296,0,20,9401,28203,3,3,2700.0,2034.87057621
22355,128,40,80,0,20,18056,54168,5,1,55.0,3469.0074621
22356,54,548,1096,0,20,17061,51183,3,3,2412.0,3704.64228749
22357,34,284,568,0,20,19811,59433,4,2,827.0,3566.52490892
22358,94,524,1048,0,20,16726,50178,6,2,1563.0,3532.85935507
22359,32,145,290,0,20,14041,42123,3,4,755.0,2615.22882785
22360,56,967,1934,0,20,15111,45333,3,3,3807.0,2799.72023819
22361,32,563,1126,0,20,1346,4038,4,4,3757.0,243.986852869
22362,112,824,1648,0,20,2041,6123,1,2,1448.0,393.904535185
22363,92,218,436,0,20,13596,40788,3,2,880.0,3186.00103293
22364,38,984,1968,0,20,10106,30318,2,2,3364.0,1936.40043986
22365,22,504,1008,0,20,14746,44238,2,3,1695.0,3128.5336943
22366,62,654,1308,0,20,19751,59253,3,3,3471.0,4318.99904126
22367,70,414,828,0,20,3516,10548,4,3,1763.0,789.226988318
22368,100,507,1014,0,20,12366,37098,2,3,1575.0,2613.91784249
22369,130,524,1048,0,20,4461,13383,4,4,3504.0,912.682665584
22370,76,741,1482,0,20,13086,39258,4,4,3485.0,2516.41306787
22371,102,574,1148,0,20,9961,29883,3,2,2239.0,1862.70039116
22372,82,549,1098,0,20,6511,19533,3,2,1591.0,1417.49593331
22373,56,964,1928,0,20,15491,46473,5,1,8004.0,3350.28309332
22374,116,741,1482,0,20,4166,12498,4,1,4201.0,862.675086565
22375,50,931,1862,0,20,6366,19098,3,3,3761.0,1283.9142396
22376,42,365,730,0,20,7676,23028,5,2,861.0,1589.67636988
22377,118,109,218,0,20,5891,17673,3,2,289.0,1228.10135007
22378,104,119,238,0,20,4246,12738,9,1,1753.0,722.399015869
22379,34,637,1274,0,20,4471,13413,3,1,743.0,852.65225575
22380,88,907,1814,0,20,6731,20193,3,3,3895.0,1345.87940017
22381,22,456,912,0,20,12441,37323,4,2,1357.0,2761.54856394
22382,90,186,372,0,20,19986,59958,2,3,536.0,4389.3454815
22383,68,660,1320,0,20,16326,48978,5,1,1176.0,3093.86191997
22384,32,320,640,0,20,7736,23208,3,2,698.0,1758.85158974
22385,100,288,576,0,20,1396,4188,3,2,861.0,258.578467621
22386,90,777,1554,0,20,8706,26118,6,3,3191.0,1880.45258189
22387,104,238,476,0,20,1521,4563,4,4,1408.0,286.248664265
22388,58,178,356,0,20,19686,59058,5,1,278.0,3474.06153806
22389,108,327,654,0,20,13946,41838,4,3,1307.0,2764.29426675
22390,130,861,1722,0,20,3346,10038,3,2,2140.0,684.014579856
22391,102,222,444,0,20,3186,9558,5,3,1707.0,659.040969417
22392,78,918,1836,0,20,19836,59508,3,3,4513.0,3939.41219561
22393,92,23,46,0,20,11781,35343,5,2,195.0,2519.55163173
22394,24,801,1602,0,20,4076,12228,2,3,2955.0,687.99149584
22395,44,579,1158,0,20,18491,55473,4,4,2963.0,4202.49974693
22396,26,583,1166,0,20,5366,16098,4,2,3749.0,1111.86952374
22397,68,886,1772,0,20,11251,33753,3,2,2075.0,2124.72803494
22398,88,451,902,0,20,16086,48258,6,3,1937.0,3620.6415384
22399,124,186,372,0,20,6861,20583,3,1,267.0,1292.96810635
22400,96,632,1264,0,20,19861,59583,3,3,2377.0,3749.14042064
22401,70,898,1796,0,20,19411,58233,4,1,1206.0,3637.99923406
22402,36,975,1950,0,20,10156,30468,3,3,4298.0,2100.56453033
22403,34,242,484,0,20,16806,50418,4,2,807.0,3783.94804597
22404,110,798,1596,0,20,18141,54423,3,3,3744.0,3964.03134948
22405,30,253,506,0,20,11601,34803,4,2,794.0,2741.01316208
22406,118,463,926,0,20,8306,24918,6,2,1150.0,1578.21403933
22407,74,96,192,0,20,621,1863,4,2,614.0,121.352782163
22408,106,297,594,0,20,14136,42408,4,4,1913.0,2593.43892073
22409,70,29,58,0,20,5231,15693,1,1,50.0,976.295270971
22410,86,686,1372,0,20,17796,53388,3,1,2714.0,3635.16007931
22411,112,918,1836,0,20,8011,24033,4,1,1349.0,1622.98895562
22412,60,532,1064,0,20,1056,3168,3,4,2775.0,216.036977683
22413,54,734,1468,0,20,15566,46698,5,2,1574.0,2798.7991248
22414,66,340,680,0,20,19121,57363,4,4,1758.0,4026.23378614
22415,64,588,1176,0,20,15601,46803,3,2,1536.0,2948.50109795
22416,54,753,1506,0,20,11046,33138,4,2,1611.0,2498.0757828
22417,38,133,266,0,20,18736,56208,3,2,294.0,4213.19383475
22418,92,213,426,0,20,18416,55248,2,2,447.0,3267.86892995
22419,74,468,936,0,20,12461,37383,3,2,994.0,2364.50872273
22420,82,631,1262,0,20,4431,13293,4,3,4288.0,852.277660875
22421,122,933,1866,0,20,2846,8538,3,3,3540.0,562.292700346
22422,30,636,1272,0,20,711,2133,3,3,2672.0,153.25434546
22423,22,519,1038,0,20,4591,13773,4,3,1977.0,872.489131509
22424,44,902,1804,0,20,19076,57228,5,1,1113.0,3540.6132957
22425,66,136,272,0,20,4206,12618,3,2,654.0,855.91865175
22426,28,888,1776,0,20,8016,24048,8,1,1619.0,1293.76870227
22427,86,246,492,0,20,11521,34563,3,2,719.0,2250.63883383
22428,114,242,484,0,20,6321,18963,6,5,1691.0,1435.116262
22429,50,853,1706,0,20,1866,5598,3,2,2061.0,383.598223385
22430,84,382,764,0,20,676,2028,4,3,1569.0,130.05086596
22431,28,240,480,0,20,19686,59058,3,2,765.0,5022.04972008
22432,58,485,970,0,20,11311,33933,3,1,695.0,2288.73766442
22433,78,358,716,0,20,9676,29028,4,2,1011.0,2134.54977588
22434,36,260,520,0,20,13031,39093,4,1,487.0,2493.82588981
22435,28,491,982,0,20,2096,6288,3,2,2512.0,516.24589206
22436,116,391,782,0,20,10056,30168,7,1,654.0,1874.95399233
22437,30,225,450,0,20,12531,37593,5,2,714.0,2343.94247024
22438,24,380,760,0,20,19281,57843,4,3,2239.0,3738.88996887
22439,42,239,478,0,20,1846,5538,7,3,1071.0,374.251245927
22440,46,651,1302,0,20,1171,3513,4,2,2135.0,239.570818239
22441,24,545,1090,0,20,10731,32193,3,3,2554.0,2305.50540637
22442,34,578,1156,0,20,9731,29193,7,2,1675.0,1795.95743375
22443,72,573,1146,0,20,11631,34893,4,2,1533.0,2319.06797028
22444,84,560,1120,0,20,16551,49653,5,1,4305.0,3271.54103331
22445,36,760,1520,0,20,19646,58938,4,4,4669.0,3855.92107278
22446,122,948,1896,0,20,2686,8058,6,1,8995.0,534.415124601
22447,62,190,380,0,20,10886,32658,3,3,680.0,2137.32564962
22448,74,516,1032,0,20,18141,54423,4,3,1768.0,3719.11616539
22449,114,504,1008,0,20,18796,56388,4,3,2387.0,3887.92130471
22450,126,509,1018,0,20,10686,32058,3,2,1625.0,2209.42965853
22451,38,712,1424,0,20,4811,14433,5,1,1179.0,1039.40818629
22452,100,131,262,0,20,12541,37623,4,3,529.0,2394.18441106
22453,46,564,1128,0,20,2781,8343,3,4,2330.0,488.431941091
22454,116,850,1700,0,20,8491,25473,4,3,4529.0,1713.98188273
22455,106,367,734,0,20,9071,27213,5,1,2782.0,1852.28569522
22456,26,67,134,0,20,2641,7923,4,3,406.0,576.164626264
22457,102,75,150,0,20,10641,31923,2,2,221.0,2175.91008023
22458,24,49,98,0,20,12701,38103,4,3,189.0,2151.69904989
22459,102,514,1028,0,20,9916,29748,5,2,1266.0,2059.13052174
22460,66,118,236,0,20,14121,42363,3,3,499.0,2394.51715881
22461,52,357,714,0,20,3961,11883,3,2,1675.0,839.58379169
22462,90,359,718,0,20,18681,56043,1,1,620.0,4111.14255894
22463,110,267,534,0,20,14516,43548,3,2,789.0,2817.3132058
22464,72,860,1720,0,20,486,1458,5,2,2833.0,105.924170345
22465,76,167,334,0,20,18956,56868,5,2,1465.0,3921.4984733
22466,132,201,402,0,20,18956,56868,3,3,784.0,3823.83545446
22467,120,665,1330,0,20,831,2493,6,1,1124.0,182.12855146
22468,96,807,1614,0,20,9456,28368,5,1,1139.0,2250.51248627
22469,82,479,958,0,20,15926,47778,3,2,1568.0,3066.58256445
22470,68,834,1668,0,20,801,2403,3,1,1374.0,160.44898317
22471,80,154,308,0,20,5801,17403,4,1,216.0,1097.1758481
22472,40,170,340,0,20,4656,13968,3,3,748.0,887.024479067
22473,120,946,1892,0,20,3771,11313,5,1,6655.0,677.62594542
22474,64,26,52,0,20,18301,54903,4,2,64.0,3860.39215122
22475,110,656,1312,0,20,19686,59058,4,2,1875.0,3533.73235931
22476,62,341,682,0,20,10781,32343,5,1,426.0,2216.42618462
22477,80,266,532,0,20,12371,37113,4,3,1734.0,2808.35679376
22478,124,28,56,0,20,15736,47208,3,3,125.0,3324.63602445
22479,100,306,612,0,20,3181,9543,4,3,1540.0,714.683697741
22480,92,68,136,0,20,18926,56778,5,5,566.0,4063.22630962
22481,130,856,1712,0,20,8596,25788,4,2,5959.0,1922.62860128
22482,64,279,558,0,20,16471,49413,5,3,996.0,3205.1863442
22483,66,399,798,0,20,8036,24108,3,4,1562.0,1554.9044336
22484,122,853,1706,0,20,11231,33693,3,1,1592.0,2282.96760873
22485,34,408,816,0,20,16201,48603,5,2,1355.0,3265.92030088
22486,48,63,126,0,20,13581,40743,4,1,113.0,2838.94716162
22487,128,636,1272,0,20,12251,36753,5,4,3381.0,2305.27942741
22488,90,779,1558,0,20,4981,14943,4,5,5206.0,1025.89988496
22489,104,34,68,0,20,1971,5913,3,2,163.0,368.246794966
22490,124,11,22,0,20,16986,50958,3,4,43.0,3269.14012955
22491,44,160,320,0,20,11231,33693,3,2,436.0,1939.61668191
22492,38,554,1108,0,20,3581,10743,4,3,2042.0,828.666730008
22493,80,767,1534,0,20,12796,38388,4,2,1855.0,2595.20516318
22494,108,285,570,0,20,12966,38898,4,5,1849.0,2306.0644385
22495,70,665,1330,0,20,6801,20403,3,4,3456.0,1346.1350355
22496,122,421,842,0,20,15086,45258,2,1,1348.0,3107.02927104
22497,114,954,1908,0,20,13791,41373,4,3,3194.0,2912.37095003
22498,100,90,180,0,20,13081,39243,1,1,117.0,2343.30836356
22499,38,562,1124,0,20,11496,34488,4,2,1585.0,1952.6100843
22500,122,594,1188,0,20,15031,45093,3,2,3281.0,2930.50728583
22501,102,895,1790,0,20,11451,34353,3,2,2760.0,2262.06047154
22502,104,136,272,0,20,15971,47913,1,1,214.0,3049.25499541
22503,44,389,778,0,20,7246,21738,4,3,1641.0,1699.07830083
22504,62,231,462,0,20,9386,28158,4,3,1158.0,1718.77253824
22505,62,607,1214,0,20,18491,55473,3,3,2505.0,3921.20693714
22506,68,694,1388,0,20,116,348,4,2,2542.0,27.0605666927
22507,114,638,1276,0,20,12701,38103,4,3,3878.0,2519.00135833
22508,98,700,1400,0,20,10536,31608,5,3,2601.0,2196.36096679
22509,52,423,846,0,20,18326,54978,4,2,2868.0,3822.74270058
22510,64,827,1654,0,20,12351,37053,4,4,4299.0,2347.7091494
22511,124,229,458,0,20,6601,19803,4,2,657.0,1370.63790332
22512,126,624,1248,0,20,9936,29808,4,1,1043.0,1965.86906744
22513,84,149,298,0,20,7966,23898,2,3,406.0,1604.03781791
22514,64,275,550,0,20,5231,15693,5,2,638.0,1023.63125592
22515,128,770,1540,0,20,3451,10353,6,1,1138.0,696.961783445
22516,118,714,1428,0,20,19731,59193,6,1,1249.0,4201.91129526
22517,56,785,1570,0,20,4321,12963,4,2,1829.0,854.022602667
22518,30,407,814,0,20,776,2328,3,1,1879.0,151.848917738
22519,86,925,1850,0,20,16426,49278,4,3,4525.0,3451.87516637
22520,62,267,534,0,20,2071,6213,6,2,552.0,437.51919418
22521,38,248,496,0,20,13681,41043,4,2,1587.0,3192.32959906
22522,92,581,1162,0,20,19386,58158,4,3,2185.0,3933.30769343
22523,120,876,1752,0,20,15356,46068,3,3,4385.0,3303.73246065
22524,32,977,1954,0,20,13031,39093,6,2,3045.0,2324.89487822
22525,44,839,1678,0,20,9636,28908,5,3,2981.0,1644.82753145
22526,114,262,524,0,20,11566,34698,5,2,897.0,2447.44021241
22527,52,125,250,0,20,4806,14418,4,3,568.0,969.926386885
22528,78,989,1978,0,20,14836,44508,3,2,4735.0,2689.61181043
22529,108,976,1952,0,20,9501,28503,4,1,1018.0,1999.77043461
22530,94,157,314,0,20,7201,21603,2,2,322.0,1422.36877779
22531,44,89,178,0,20,17371,52113,4,1,113.0,3625.69036141
22532,72,939,1878,0,20,10911,32733,1,2,1760.0,2298.54378828
22533,38,858,1716,0,20,17991,53973,4,2,5197.0,4044.10930422
22534,28,375,750,0,20,8071,24213,2,1,842.0,1414.71793462
22535,116,979,1958,0,20,17956,53868,2,2,1433.0,3141.22984225
22536,60,401,802,0,20,13036,39108,8,1,557.0,2788.89684221
22537,78,114,228,0,20,18571,55713,3,1,184.0,3855.77688539
22538,22,326,652,0,20,18021,54063,4,1,589.0,3808.5992499
22539,130,690,1380,0,20,2126,6378,4,3,2477.0,433.96694532
22540,128,73,146,0,20,3021,9063,5,1,532.0,688.403160657
22541,24,657,1314,0,20,9191,27573,3,2,1376.0,2068.41423095
22542,62,369,738,0,20,8806,26418,6,3,1653.0,1664.03084834
22543,54,747,1494,0,20,12411,37233,3,2,1930.0,2184.01859642
22544,78,506,1012,0,20,7901,23703,3,2,1455.0,1547.29027513
22545,130,540,1080,0,20,16176,48528,3,1,2601.0,2981.77628866
22546,48,769,1538,0,20,14981,44943,5,2,2118.0,3077.04182368
22547,44,378,756,0,20,1991,5973,4,3,2353.0,482.322192186
22548,84,403,806,0,20,8136,24408,3,2,1316.0,1669.28540584
22549,86,166,332,0,20,3471,10413,2,3,480.0,681.541481055
22550,108,756,1512,0,20,8496,25488,2,2,2367.0,1707.96113893
22551,68,391,782,0,20,1626,4878,5,2,1091.0,348.27702449
22552,32,254,508,0,20,3106,9318,4,5,1648.0,526.450575017
22553,100,808,1616,0,20,8876,26628,5,3,3424.0,1951.68075646
22554,62,557,1114,0,20,2501,7503,4,2,1775.0,490.640980113
22555,26,634,1268,0,20,15351,46053,2,3,2285.0,3214.50302597
22556,104,538,1076,0,20,17981,53943,3,3,2447.0,3697.31321772
22557,42,160,320,0,20,3366,10098,2,2,552.0,584.260128576
22558,38,339,678,0,20,276,828,4,1,557.0,62.6448715642
22559,24,311,622,0,20,18041,54123,2,2,749.0,4072.50776491
22560,126,539,1078,0,20,16281,48843,3,1,2546.0,2972.41313542
22561,58,521,1042,0,20,10431,31293,3,2,2388.0,2013.16308628
22562,66,371,742,0,20,11481,34443,6,1,601.0,2450.74257562
22563,46,368,736,0,20,15041,45123,3,2,1027.0,2670.59598849
22564,52,143,286,0,20,19606,58818,3,3,675.0,3834.08383835
22565,110,588,1176,0,20,516,1548,2,3,1761.0,110.229086802
22566,102,71,142,0,20,10721,32163,6,2,208.0,2070.07369094
22567,32,227,454,0,20,18026,54078,3,3,910.0,3857.87677392
22568,82,960,1920,0,20,16711,50133,3,1,3739.0,3386.09863086
22569,124,57,114,0,20,14421,43263,3,3,184.0,2900.14961882
22570,64,564,1128,0,20,14901,44703,4,3,3541.0,2980.8206486
22571,118,90,180,0,20,4426,13278,4,1,105.0,880.441662061
22572,126,983,1966,0,20,9851,29553,4,3,3263.0,1937.22759888
22573,46,240,480,0,20,12851,38553,2,1,395.0,2505.23530076
22574,96,15,30,0,20,4001,12003,5,4,72.0,668.329901959
22575,126,259,518,0,20,10621,31863,6,2,607.0,2028.14887626
22576,124,212,424,0,20,3511,10533,5,3,1583.0,783.683734403
22577,92,972,1944,0,20,6971,20913,2,3,3154.0,1381.06234897
22578,98,14,28,0,20,17821,53463,6,1,25.0,4221.08111881
22579,116,769,1538,0,20,6796,20388,4,3,3403.0,1347.21763532
22580,88,604,1208,0,20,3876,11628,2,2,2054.0,808.219945355
22581,72,98,196,0,20,15761,47283,3,3,374.0,3049.33094209
22582,52,872,1744,0,20,2521,7563,6,3,3375.0,608.766376893
22583,30,862,1724,0,20,6801,20403,5,4,5201.0,1093.02175399
22584,42,951,1902,0,20,19081,57243,3,1,1722.0,3700.03517669
22585,72,238,476,0,20,66,198,3,4,1196.0,13.4269200284
22586,82,761,1522,0,20,5041,15123,4,1,1044.0,954.376511016
22587,82,907,1814,0,20,5656,16968,3,3,3407.0,1245.37721264
22588,28,770,1540,0,20,7396,22188,4,4,4499.0,1283.58061145
22589,54,329,658,0,20,10676,32028,3,4,1633.0,2057.84515582
22590,34,432,864,0,20,7336,22008,4,2,1042.0,1418.5829766
22591,88,811,1622,0,20,12156,36468,3,3,3293.0,2635.24422404
22592,132,417,834,0,20,16841,50523,6,3,1648.0,3623.75789181
22593,36,925,1850,0,20,8636,25908,2,2,2005.0,1849.31876055
22594,126,57,114,0,20,2046,6138,3,1,253.0,427.943240513
22595,32,610,1220,0,20,3036,9108,7,1,952.0,736.553854718
22596,78,845,1690,0,20,15376,46128,6,4,4647.0,2815.27629409
22597,118,690,1380,0,20,12711,38133,5,6,4905.0,2590.03388634
22598,80,824,1648,0,20,9316,27948,6,2,2760.0,1936.90065184
22599,104,939,1878,0,20,2116,6348,5,2,2456.0,421.463249573
22600,40,956,1912,0,20,16346,49038,6,4,8565.0,4125.45475817
22601,110,25,50,0,20,13206,39618,4,3,92.0,2670.38109303
22602,54,419,838,0,20,8416,25248,4,3,1549.0,1483.27340131
22603,122,570,1140,0,20,71,213,2,1,700.0,15.1887071935
22604,98,526,1052,0,20,9796,29388,4,2,1709.0,1863.66190262
22605,40,951,1902,0,20,3996,11988,1,2,1731.0,855.440018
22606,132,544,1088,0,20,15981,47943,3,2,2306.0,3153.21914975
22607,84,464,928,0,20,8471,25413,4,3,2774.0,1491.19393324
22608,112,304,608,0,20,9776,29328,3,2,589.0,1957.69078333
22609,74,372,744,0,20,18396,55188,5,4,1688.0,3738.19829601
22610,126,999,1998,0,20,16961,50883,5,2,3053.0,3443.63858265
22611,84,808,1616,0,20,10196,30588,5,3,6605.0,2152.25965592
22612,68,27,54,0,20,17881,53643,5,4,155.0,3762.84633908
22613,32,380,760,0,20,4291,12873,5,4,2222.0,866.424185896
22614,66,777,1554,0,20,8781,26343,4,3,4713.0,1826.46436747
22615,40,666,1332,0,20,7536,22608,1,1,1200.0,1400.34525741
22616,24,216,432,0,20,15206,45618,4,2,583.0,2831.49411966
22617,100,704,1408,0,20,13171,39513,3,2,1502.0,2746.06640468
22618,92,666,1332,0,20,11176,33528,5,2,4588.0,2178.90611414
22619,96,964,1928,0,20,6651,19953,5,1,1336.0,1395.59667921
22620,130,408,816,0,20,13221,39663,3,2,754.0,2634.501918
22621,28,340,680,0,20,3561,10683,3,1,1536.0,691.299986401
22622,40,579,1158,0,20,11411,34233,4,5,3952.0,2179.63246345
22623,62,701,1402,0,20,11226,33678,7,2,2176.0,2200.73269002
22624,90,189,378,0,20,10516,31548,4,1,323.0,2004.14109672
22625,72,747,1494,0,20,14246,42738,3,2,1780.0,2626.66607065
22626,68,249,498,0,20,15036,45108,4,2,514.0,2833.39397582
22627,132,724,1448,0,20,11381,34143,2,2,2259.0,2237.88133721
22628,38,509,1018,0,20,5111,15333,5,4,3062.0,1128.47200872
22629,76,907,1814,0,20,13081,39243,5,2,2412.0,2591.26704718
22630,108,80,160,0,20,16661,49983,4,2,201.0,3386.60035046
22631,26,759,1518,0,20,5371,16113,4,2,1992.0,1397.90208306
22632,108,714,1428,0,20,19421,58263,6,3,2472.0,3857.73541174
22633,124,857,1714,0,20,6051,18153,4,1,1324.0,1376.82296395
22634,130,168,336,0,20,12416,37248,2,2,587.0,2299.50118914
22635,102,528,1056,0,20,12806,38418,5,2,1359.0,2575.24688771
22636,40,751,1502,0,20,1571,4713,3,2,3589.0,293.079187424
22637,58,736,1472,0,20,16271,48813,4,3,3006.0,2985.57567387
22638,126,954,1908,0,20,16876,50628,2,3,2885.0,3143.12622152
22639,122,921,1842,0,20,1956,5868,6,3,9051.0,386.189919308
22640,100,605,1210,0,20,1341,4023,5,2,1820.0,274.130394856
22641,128,22,44,0,20,9406,28218,5,2,62.0,2045.3476666
22642,120,914,1828,0,20,19696,59088,6,1,1682.0,3874.45799401
22643,32,523,1046,0,20,9831,29493,4,3,1818.0,2033.45687136
22644,40,718,1436,0,20,1261,3783,6,3,6172.0,211.773673724
22645,98,82,164,0,20,2361,7083,1,2,104.0,430.164692093
22646,84,598,1196,0,20,2011,6033,6,2,1680.0,401.657873177
22647,60,216,432,0,20,7741,23223,6,1,352.0,1694.98083328
22648,96,95,190,0,20,13466,40398,6,2,254.0,2483.07542695
22649,92,264,528,0,20,11586,34758,4,4,1659.0,2315.46769161
22650,122,417,834,0,20,4956,14868,3,3,1946.0,1064.03785996
